Artista,Cancion,Album,Año,Genero,Duracion
Los Paraguayos,Magdalena,Viva Paraguayos,,Latino,3:02
Los Paraguayos,Me Voy Pa 'l Pueblo,Viva Paraguayos,,Latino,2:39
Los Paraguayos,La Bamba,Viva Paraguayos,,Latino,3:00
Los Paraguayos,Cu-cu-rru-cu-cu-paloma,Viva Paraguayos,,Latino,3:50
Los Paraguayos,Amapola,Viva Paraguayos,,Latino,3:15
Los Paraguayos,Bésame Mucho,Viva Paraguayos,,Latino,3:41
Los Paraguayos,Buenas Noches Mi Amor,Viva Paraguayos,,Latino,2:47
Los Paraguayos,Yo Te Quiero Mucho,Viva Paraguayos,,Latino,3:38
Los Paraguayos,Chiquita Linda,Viva Paraguayos,,Latino,2:43
Los Paraguayos,Aunque Digas Que No,Viva Paraguayos,,Latino,2:46
Los Paraguayos,Perfidia,Viva Paraguayos,,Latino,2:49
Los Paraguayos,Maria Isabel,Viva Paraguayos,,Latino,2:28
Los Paraguayos,Adelita,Viva Paraguayos,,Latino,2:26
Los Paraguayos,Hace Un Año,Viva Paraguayos,,Latino,2:53
Los Paraguayos,Caminito,Viva Paraguayos,,Latino,2:47
Los Paraguayos,"Amor, Amor",Viva Paraguayos,,Latino,3:14
,,,,,
Lou Bega,,,,,0
Lou Bega & Pérez Prado,Mambo No. 5 (A Little Bit Of...),A Little Bit of Mambo,1999,Pop,3:39
Lou Bega,Baby Keep Smiling,A Little Bit of Mambo,1999,Pop,3:10
Lou Bega,Lou's Cafe (Music Track w/Spoken Word),A Little Bit of Mambo,1999,Pop,0:58
Lou Bega,Can I Tico Tico You,A Little Bit of Mambo,1999,Pop,2:52
Lou Bega,I Got a Girl,A Little Bit of Mambo,1999,Pop,3:13
Lou Bega,"Tricky, Tricky",A Little Bit of Mambo,1999,Pop,3:23
Lou Bega,Icecream,A Little Bit of Mambo,1999,Pop,3:48
Lou Bega,Beauty On the TV-Screen,A Little Bit of Mambo,1999,Pop,4:00
Lou Bega,1+1=2,A Little Bit of Mambo,1999,Pop,4:02
Lou Bega,The Most Expensive Girl In the World,A Little Bit of Mambo,1999,Pop,3:44
Lou Bega,The Trumpet Part II,A Little Bit of Mambo,1999,Pop,6:03
Lou Bega,Behind Stage,A Little Bit of Mambo,1999,Pop,1:17
Lou Bega,Mambo Mambo,A Little Bit of Mambo,1999,Pop,3:00
Lou Bega,Just a Gigolo / I Ain't Got Nobody,Ladies and Gentlemen,2001,Pop,3:49
Lou Bega,You Are My Sunshine,Ladies and Gentlemen,2001,Pop,3:30
Lou Bega & Glocken,Calling Her,Ladies and Gentlemen,2001,Pop,0:52
Lou Bega,God Is a Woman,Ladies and Gentlemen,2001,Pop,4:05
Lou Bega,Club Elitaire,Ladies and Gentlemen,2001,Pop,5:03
Lou Bega,Money,Ladies and Gentlemen,2001,Pop,3:07
Lou Bega,Lady,Ladies and Gentlemen,2001,Pop,3:27
Lou Bega,Gentleman,Ladies and Gentlemen,2001,Pop,3:26
Lou Bega,People Lovin' Me,Ladies and Gentlemen,2001,Pop,3:51
Lou Bega,Crash,Ladies and Gentlemen,2001,Pop,1:10
Lou Bega,Shit Happens,Ladies and Gentlemen,2001,Pop,3:24
Lou Bega,Angelina,Ladies and Gentlemen,2001,Pop,3:17
Lou Bega,Yeah Yeah,Ladies and Gentlemen,2001,Pop,3:51
Lou Bega & Zippy Davids,My Answering Machine,Ladies and Gentlemen,2001,Pop,2:47
Lou Bega,Lonely,Ladies and Gentlemen,2001,Pop,3:39
Lou Bega,Baby Keep Smiling,Ladies and Gentlemen,2001,Pop,3:36
,,,,,
Lula Pop,,,,,0
Lula Pop,Amor de Colores,Amigas,1999,Dance,3:44
Lula Pop,En su Orbita,Amigas,1999,Dance,3:39
Lula Pop,Amigas,Amigas,1999,Dance,3:24
Lula Pop,Intentando,Amigas,1999,Dance,3:41
Lula Pop,Amor De Colores (Acustica),Amigas,1999,Dance,4:07
Lula Pop,Moreno,Amigas,1999,Dance,3:17
Lula Pop,Baby,Amigas,1999,Dance,4:19
Lula Pop,Noches De Calma,Amigas,1999,Dance,3:41
Lula Pop,Si Te Vas,Amigas,1999,Dance,3:59
Lula Pop,Planeta De Los Sueños,Amigas,1999,Dance,3:37
Lula Pop,Que Es Lo Mejor,Amigas,1999,Dance,3:09
Lula Pop,Amor De Colores (Remix Dance),Amigas,1999,Dance,4:18
Lula Pop,Es Amor,Elementos,2000,Dance,4:16
Lula Pop,"Dime, Dime, Dime",Elementos,2000,Dance,3:21
Lula Pop,Es Un Sueño,Elementos,2000,Dance,3:31
Lula Pop,Esto Es Lu Que Hay,Elementos,2000,Dance,3:36
Lula Pop,Hechizo De Amor,Elementos,2000,Dance,3:24
Lula Pop,Imaginar,Elementos,2000,Dance,3:09
Lula Pop,Los Muros Del Amor,Elementos,2000,Dance,3:33
Lula Pop,Me Enamore,Elementos,2000,Dance,3:19
Lula Pop,No Se Tu,Elementos,2000,Dance,3:34
Lula Pop,Sonare,Elementos,2000,Dance,4:03
Lula Pop,Un Mundo Mejor,Elementos,2000,Dance,3:39
Lula Pop,Volare,Elementos,2000,Dance,3:03
,,,,,
Lynda,,,,,0
Lynda,Sólo Contigo,Lynda,1996,Pop,3:46
Lynda,Ya No Hay,Lynda,1996,Pop,3:44
Lynda,Blue Jeans,Lynda,1996,Pop,3:36
Lynda,Inseparables,Lynda,1996,Pop,3:48
Lynda,Chicos,Lynda,1996,Pop,3:33
Lynda,Muriendo por él,Lynda,1996,Pop,3:58
Lynda,Gira que Gira,Lynda,1996,Pop,3:42
Lynda,El amor no tiene edad,Lynda,1996,Pop,3:55
Lynda,La chica de tus sueños,Lynda,1996,Pop,3:42
Lynda,Las cosas diferentes,Lynda,1996,Pop,3:53
Lynda,Bailando,Un grito en el corazón,1997,Pop,3:46
Lynda,Un Grito En El Corazón,Un grito en el corazón,1997,Pop,3:44
Lynda,Dile,Un grito en el corazón,1997,Pop,3:36
Lynda,Tanto tanto,Un grito en el corazón,1997,Pop,3:48
Lynda,No puedo No quiero,Un grito en el corazón,1997,Pop,3:33
Lynda,Sálvame,Un grito en el corazón,1997,Pop,3:58
Lynda,Corazón,Un grito en el corazón,1997,Pop,3:42
Lynda,No puedo olvidarme de tí,Un grito en el corazón,1997,Pop,3:55
Lynda,Como vivir sin ellos,Un grito en el corazón,1997,Pop,3:42
Lynda,Hazlo tu mismo,Un grito en el corazón,1997,Pop,3:53
Lynda,Bang bang,Un grito en el corazón,1997,Pop,3:53
Lynda,Mi Dia de la Independencia,Mi Dia de la Independencia,1999,Pop,4:32
Lynda,Ahi Estare,Mi Dia de la Independencia,1999,Pop,3:59
Lynda,No Quiero Verte,Mi Dia de la Independencia,1999,Pop,3:46
Lynda,Vivir Sin El,Mi Dia de la Independencia,1999,Pop,4:13
Lynda,Corazon Perdido,Mi Dia de la Independencia,1999,Pop,3:44
Lynda,Principe Azul,Mi Dia de la Independencia,1999,Pop,4:29
Lynda,Maldita Timidez,Mi Dia de la Independencia,1999,Pop,3:45
Lynda,Pienso en Ti,Mi Dia de la Independencia,1999,Pop,3:51
Lynda,Girando,Mi Dia de la Independencia,1999,Pop,3:48
Lynda,Voy a Seguir,Mi Dia de la Independencia,1999,Pop,3:18
Lynda,Por Ultima Vez,Mi Dia de la Independencia,1999,Pop,3:36
Lynda,Con el Alma en la Piel,Mi Dia de la Independencia,1999,Pop,4:03
Lynda,Mala Leche,Polen,2001,Pop,3:50
Lynda,Estoy Viva,Polen,2001,Pop,3:39
Lynda,Lo Mejor de Mi,Polen,2001,Pop,3:41
Lynda,Amar Así,Polen,2001,Pop,3:46
Lynda,Perdedor,Polen,2001,Pop,3:53
Lynda,"Ay, Ay, Ay",Polen,2001,Pop,3:47
Lynda,Para Ti,Polen,2001,Pop,3:47
Lynda,De Pie,Polen,2001,Pop,4:12
Lynda,En el Andén,Polen,2001,Pop,3:54
Lynda,Abrázame,Polen,2001,Pop,3:43
Lynda,Polen (Todas las Mujeres),Polen,2001,Pop,3:49
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Madonna,,,,,0
Madonna,Lucky Star,Madonna,1983,Pop,5:37
Madonna,Borderline,Madonna,1983,Pop,5:20
Madonna,Burning Up,Madonna,1983,Pop,3:45
Madonna,I Know It,Madonna,1983,Pop,3:47
Madonna,Holiday,Madonna,1983,Pop,6:10
Madonna,Think of Me,Madonna,1983,Pop,4:54
Madonna,Physical Attraction,Madonna,1983,Pop,6:39
Madonna,Everybody,Madonna,1983,Pop,6:02
Madonna,"Burning Up (12"" Version)",Madonna,1983,Pop,5:59
Madonna,Lucky Star (New Mix),Madonna,1983,Pop,7:15
Madonna,Material Girl,Like a Virgin,1984,Pop,4:00
Madonna,Angel,Like a Virgin,1984,Pop,3:56
Madonna,Like a Virgin,Like a Virgin,1984,Pop,3:38
Madonna,Over and Over,Like a Virgin,1984,Pop,4:12
Madonna,Love Don't Live Here Anymore,Like a Virgin,1984,Pop,4:50
Madonna,Dress You Up,Like a Virgin,1984,Pop,4:01
Madonna,Shoo-Bee-Doo,Like a Virgin,1984,Pop,5:17
Madonna,Pretender,Like a Virgin,1984,Pop,4:30
Madonna,Stay,Like a Virgin,1984,Pop,4:06
Madonna,Like a Virgin (Extended Dance Remix),Like a Virgin,1984,Pop,6:09
Madonna,Material Girl (Extended Dance Remix),Like a Virgin,1984,Pop,6:09
Madonna,Papa Don't Preach,True Blue,1986,Pop,4:28
Madonna,Open Your Heart,True Blue,1986,Pop,4:13
Madonna,White Heat,True Blue,1986,Pop,4:40
Madonna,Live to Tell,True Blue,1986,Pop,5:51
Madonna,Where's the Party,True Blue,1986,Pop,4:21
Madonna,True Blue,True Blue,1986,Pop,4:18
Madonna,La Isla Bonita,True Blue,1986,Pop,4:02
Madonna,Jimmy Jimmy,True Blue,1986,Pop,3:55
Madonna,Love Makes the World Go Round,True Blue,1986,Pop,4:31
Madonna,True Blue (The Color Mix),True Blue,1986,Pop,6:40
Madonna,La Isla Bonita (Extended Mix),True Blue,1986,Pop,5:27
Madonna,Like a Prayer,Like a Prayer,1989,Pop,5:40
Madonna,Express Yourself,Like a Prayer,1989,Pop,4:39
Madonna,Love Song,Like a Prayer,1989,Pop,4:52
Madonna,Till Death Do Us Part,Like a Prayer,1989,Pop,5:18
Madonna,Promise to Try,Like a Prayer,1989,Pop,3:38
Madonna,Cherish,Like a Prayer,1989,Pop,5:03
Madonna,Dear Jessie,Like a Prayer,1989,Pop,4:21
Madonna,Oh Father,Like a Prayer,1989,Pop,4:58
Madonna,Keep It Together,Like a Prayer,1989,Pop,5:03
Madonna,Spanish Eyes,Like a Prayer,1989,Pop,5:17
Madonna,Act of Contrition,Like a Prayer,1989,Pop,2:19
Madonna,Erotica,Erotica,1992,Pop,5:18
Madonna,Fever,Erotica,1992,Pop,5:00
Madonna,Bye Bye Baby,Erotica,1992,Pop,3:56
Madonna,Deeper and Deeper,Erotica,1992,Pop,5:33
Madonna,Where Life Begins,Erotica,1992,Pop,5:57
Madonna,Bad Girl,Erotica,1992,Pop,5:23
Madonna,Waiting,Erotica,1992,Pop,5:46
Madonna,Thief of Hearts,Erotica,1992,Pop,4:51
Madonna,Words,Erotica,1992,Pop,5:55
Madonna,Rain,Erotica,1992,Pop,5:24
Madonna,Why It's So Hard,Erotica,1992,Pop,5:23
Madonna,In This Life,Erotica,1992,Pop,6:23
Madonna,Secret Garden,Erotica,1992,Pop,5:32
Madonna,Survival,Bedtime Stories,1994,Pop,3:31
Madonna,Secret,Bedtime Stories,1994,Pop,5:05
Madonna,I'd Rather Be Your Lover,Bedtime Stories,1994,Pop,4:39
Madonna,Don't Stop,Bedtime Stories,1994,Pop,4:38
Madonna,Inside of Me,Bedtime Stories,1994,Pop,4:12
Madonna,Human Nature,Bedtime Stories,1994,Pop,4:54
Madonna,Forbidden Love,Bedtime Stories,1994,Pop,4:09
Madonna,Love Tried to Welcome Me,Bedtime Stories,1994,Pop,5:21
Madonna,Sanctuary,Bedtime Stories,1994,Pop,5:03
Madonna,Bedtime Story,Bedtime Stories,1994,Pop,4:08
Madonna,Take a Bow,Bedtime Stories,1994,Pop,5:21
Madonna,Drowned World / Substitute for Love,Ray of Light,1998,Pop,5:08
Madonna,Swim,Ray of Light,1998,Pop,5:00
Madonna,Ray of Light,Ray of Light,1998,Pop,5:20
Madonna,Candy Perfume Girl,Ray of Light,1998,Pop,4:36
Madonna,Skin,Ray of Light,1998,Pop,6:21
Madonna,Nothing Really Matters,Ray of Light,1998,Pop,4:26
Madonna,Sky Fits Heaven,Ray of Light,1998,Pop,4:47
Madonna,Shanti / Ashtangi,Ray of Light,1998,Pop,4:28
Madonna,Frozen,Ray of Light,1998,Pop,6:12
Madonna,The Power of Good-Bye,Ray of Light,1998,Pop,4:12
Madonna,To Have and Not to Hold,Ray of Light,1998,Pop,5:22
Madonna,Little Star,Ray of Light,1998,Pop,5:18
Madonna,Mer Girl,Ray of Light,1998,Pop,5:31
Madonna,Music,Music,2000,Rock,3:49
Madonna,Impressive Instant,Music,2000,Rock,3:37
Madonna,Runaway Lover,Music,2000,Rock,4:47
Madonna,I Deserve It,Music,2000,Rock,4:23
Madonna,Amazing,Music,2000,Rock,3:43
Madonna,Nobody's Perfect,Music,2000,Rock,4:59
Madonna,Don't Tell Me,Music,2000,Rock,4:41
Madonna,What It Feels Like for a Girl,Music,2000,Rock,4:45
Madonna,Paradise (Not for Me),Music,2000,Rock,6:33
Madonna,Gone,Music,2000,Rock,3:25
Madonna,American Life,American Life,2003,Rock,4:57
Madonna,Hollywood,American Life,2003,Rock,4:24
Madonna,I'm So Stupid,American Life,2003,Rock,4:05
Madonna,Love Profusion,American Life,2003,Rock,3:36
Madonna,Nobody Knows Me,American Life,2003,Rock,4:39
Madonna,Nothing Fails,American Life,2003,Rock,4:48
Madonna,Intervention,American Life,2003,Rock,4:53
Madonna,X-Static Process,American Life,2003,Rock,3:49
Madonna,Mother and Father,American Life,2003,Rock,4:32
Madonna,Die Another Day,American Life,2003,Rock,4:38
Madonna,Easy Ride,American Life,2003,Rock,5:05
Madonna,Hung Up,Confessions On a Dance Floor,2005,Pop,5:37
Madonna,Get Together,Confessions On a Dance Floor,2005,Pop,5:14
Madonna,Sorry,Confessions On a Dance Floor,2005,Pop,4:41
Madonna,Future Lovers,Confessions On a Dance Floor,2005,Pop,5:01
Madonna,I Love New York,Confessions On a Dance Floor,2005,Pop,4:35
Madonna,Let It Will Be,Confessions On a Dance Floor,2005,Pop,4:20
Madonna,Forbidden Love,Confessions On a Dance Floor,2005,Pop,4:22
Madonna,Jump,Confessions On a Dance Floor,2005,Pop,3:58
Madonna,How High,Confessions On a Dance Floor,2005,Pop,4:03
Madonna,Isaac,Confessions On a Dance Floor,2005,Pop,5:59
Madonna,Push,Confessions On a Dance Floor,2005,Pop,3:32
Madonna,Like It or Not,Confessions On a Dance Floor,2005,Pop,4:35
Madonna,Candy Shop,Hard Candy,2008,,
Madonna,4 Minutes,Hard Candy,2008,,
Madonna,Give it 2 Me,Hard Candy,2008,,
Madonna,Heartbeat,Hard Candy,2008,,
Madonna,Miles Away,Hard Candy,2008,,
Madonna,She's not Me,Hard Candy,2008,,
Madonna,Incredible,Hard Candy,2008,,
Madonna,Beat goes on,Hard Candy,2008,,
Madonna,Dance 2night,Hard Candy,2008,,
Madonna,Spanish Lesson,Hard Candy,2008,,
Madonna,Devil wouldn't recognize You,Hard Candy,2008,,
Madonna,Voices,Hard Candy,2008,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Maria Isabel,,,,,0
Maria Isabel,Antes Muerta Que Sencilla,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,2:32
Maria Isabel,La Vida Es Bella,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,3:04
Maria Isabel,Un Muchacho,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,3:22
Maria Isabel,¡No Me Toques las Palmas Que Me Conozco!,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,2:40
Maria Isabel,Mi Limusín,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,2:41
Maria Isabel,La Noche y Tu Voz,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,2:56
Maria Isabel,Escalofrío,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,3:36
Maria Isabel,La Pepa,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,3:11
Maria Isabel,¿Onde Vas Marisabel?,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,2:53
Maria Isabel,Mira Niño,¡No Me Toques las Palmas Que Me Conozco!,2004,Pop Latino,2:54
Maria Isabel,Va a Ser Que No,Numero 2,2005,Pop Latino,2:58
Maria Isabel,Quien Da a la Vez,Numero 2,2005,Pop Latino,3:00
Maria Isabel,Mi Abuela,Numero 2,2005,Pop Latino,2:53
Maria Isabel,Numero Dos,Numero 2,2005,Pop Latino,3:56
Maria Isabel,Tu Libertad,Numero 2,2005,Pop Latino,3:55
Maria Isabel,3x2,Numero 2,2005,Pop Latino,2:59
Maria Isabel,Me Enamoró,Numero 2,2005,Pop Latino,3:02
Maria Isabel,Original,Numero 2,2005,Pop Latino,3:06
Maria Isabel,La Reina de la Fiesta,Numero 2,2005,Pop Latino,3:29
Maria Isabel,Piel de Chocolate,Numero 2,2005,Pop Latino,3:12
Maria Isabel,De Ayamonte Pa'l Mundo,Numero 2,2005,Pop Latino,3:16
Maria Isabel,En Mi Jardin,Numero 2,2005,Pop Latino,4:09
Maria Isabel,De Qué Vas,Capricornio,2006,Pop Latino,3:02
Maria Isabel,Súper Guay,Capricornio,2006,Pop Latino,2:21
Maria Isabel,Vampira,Capricornio,2006,Pop Latino,3:57
Maria Isabel,Washisneim,Capricornio,2006,Pop Latino,2:38
Maria Isabel,Cometas de Cristal,Capricornio,2006,Pop Latino,3:00
Maria Isabel,Mejor Sola Que Mal Acompañada,Capricornio,2006,Pop Latino,3:12
Maria Isabel,Comba María,Capricornio,2006,Pop Latino,2:40
Maria Isabel,Fantástica,Capricornio,2006,Pop Latino,2:51
Maria Isabel,La Maleta del Abuelo,Capricornio,2006,Pop Latino,3:23
Maria Isabel,En Mi Escalera,Capricornio,2006,Pop Latino,2:58
Maria Isabel,Yo Soy del Sur,Capricornio,2006,Pop Latino,3:05
Maria Isabel,Sumar,Capricornio,2006,Pop Latino,3:10
Maria Isabel,Tome Que Dale,Capricornio,2006,Pop Latino,2:28
Maria Isabel,Comme Ci Comme Ça,Capricornio,2006,Pop Latino,3:21
Maria Isabel (Dúo con Marisol),Tómbola,Capricornio,2006,Pop Latino,2:23
Maria Isabel,Mis Ojos Caramelo,"Ángeles S.A., Vol. 1",2007,Pop Latino,3:11
Maria Isabel,Angelitos Buenos,"Ángeles S.A., Vol. 1",2007,Pop Latino,2:49
Maria Isabel,En Este Instante,"Ángeles S.A., Vol. 1",2007,Pop Latino,3:17
Maria Isabel,El Mundo al Revés,"Ángeles S.A., Vol. 1",2007,Pop Latino,3:27
Maria Isabel,Cuando No Estás,"Ángeles S.A., Vol. 1",2007,Pop Latino,4:58
Maria Isabel,Entre Montañas,"Ángeles S.A., Vol. 1",2007,Pop Latino,3:36
Maria Isabel,Baila a Mi Vera,"Ángeles S.A., Vol. 1",2007,Pop Latino,3:52
Maria Isabel,Dime por Qué,"Ángeles S.A., Vol. 1",2007,Pop Latino,3:41
Maria Isabel,Angelitos,"Ángeles S.A., Vol. 1",2007,Pop Latino,3:06
Maria Isabel,Cuando No Estás (Versión Instrumental),"Ángeles S.A., Vol. 1",2007,Pop Latino,4:58
Maria Isabel,El Mundo al Revés (Version Instrumental),"Ángeles S.A., Vol. 1",2007,Pop Latino,3:27
Maria Isabel,Angelitos Buenos (Versión Instrumental),"Ángeles S.A., Vol. 1",2007,Pop Latino,2:49
,,,,,
Michael Jackson,,,,,0
Michael Jackson,Don't Stop 'Til You Get Enough (Single Version),Off the Wall,1979,Pop,6:05
Michael Jackson,Rock With You (Single Version),Off the Wall,1979,Pop,3:40
Michael Jackson,Workin' Day and Night,Off the Wall,1979,Pop,5:13
Michael Jackson,Get On the Floor,Off the Wall,1979,Pop,4:37
Michael Jackson,Off the Wall (Single Version),Off the Wall,1979,Pop,4:06
Michael Jackson,Girlfriend,Off the Wall,1979,Pop,3:04
Michael Jackson,She's Out of My Life (Single Version),Off the Wall,1979,Pop,3:38
Michael Jackson,I Can't Help It,Off the Wall,1979,Pop,4:29
Michael Jackson,It's the Falling In Love,Off the Wall,1979,Pop,3:47
Michael Jackson,Burn This Disco Out,Off the Wall,1979,Pop,3:41
Michael Jackson,Wanna Be Startin' Somethin',Thriller,1982,Pop,6:03
Michael Jackson,Baby Be Mine,Thriller,1982,Pop,4:20
Michael Jackson,The Girl Is Mine (With Paul McCartney),Thriller,1982,Pop,3:42
Michael Jackson,Thriller,Thriller,1982,Pop,5:57
Michael Jackson,Beat It,Thriller,1982,Pop,4:18
Michael Jackson,Billie Jean,Thriller,1982,Pop,4:54
Michael Jackson,Human Nature,Thriller,1982,Pop,4:05
Michael Jackson,P.Y.T. (Pretty Young Thing),Thriller,1982,Pop,3:58
Michael Jackson,The Lady In My Life,Thriller,1982,Pop,5:00
Michael Jackson,Bad,Bad,1987,Pop,4:06
Michael Jackson,The Way You Make Me Feel,Bad,1987,Pop,4:56
Michael Jackson,Speed Demon,Bad,1987,Pop,3:59
Michael Jackson,Liberian Girl,Bad,1987,Pop,3:54
Michael Jackson,Just Good Friends,Bad,1987,Pop,4:05
Michael Jackson,Another Part of Me,Bad,1987,Pop,3:53
Michael Jackson,Man In the Mirror,Bad,1987,Pop,5:19
Michael Jackson,I Just Can't Stop Loving You,Bad,1987,Pop,4:11
Michael Jackson,Dirty Diana,Bad,1987,Pop,4:40
Michael Jackson,Smooth Criminal,Bad,1987,Pop,4:16
Michael Jackson,Leave Me Alone,Bad,1987,Pop,4:39
Michael Jackson,Jam,Dangerous,1991,Pop,5:38
Michael Jackson,Why You Wanna Trip On Me,Dangerous,1991,Pop,5:23
Michael Jackson,In the Closet,Dangerous,1991,Pop,6:30
Michael Jackson,She Drives Me Wild,Dangerous,1991,Pop,3:39
Michael Jackson,Remember the Time,Dangerous,1991,Pop,3:59
Michael Jackson,Can't Let Her Get Away,Dangerous,1991,Pop,4:58
Michael Jackson,Heal the World,Dangerous,1991,Pop,6:24
Michael Jackson,Black or White,Dangerous,1991,Pop,4:14
Michael Jackson,Who Is It,Dangerous,1991,Pop,6:33
Michael Jackson,Give In to Me,Dangerous,1991,Pop,5:28
Michael Jackson & The Cleveland Orchestra,Will You Be There,Dangerous,1991,Pop,7:39
Michael Jackson,Keep the Faith,Dangerous,1991,Pop,5:56
Michael Jackson,Gone Too Soon,Dangerous,1991,Pop,3:21
Michael Jackson,Dangerous,Dangerous,1991,Pop,6:57
Michael Jackson,Billie Jean,"History: Past, Present and Future, Book 1",1995,Pop,4:54
Michael Jackson,The Way You Make Me Feel,"History: Past, Present and Future, Book 1",1995,Pop,4:57
Michael Jackson,Black or White,"History: Past, Present and Future, Book 1",1995,Pop,4:15
Michael Jackson,Rock With You,"History: Past, Present and Future, Book 1",1995,Pop,3:40
Michael Jackson,She's Out of My Life,"History: Past, Present and Future, Book 1",1995,Pop,3:37
Michael Jackson,Bad,"History: Past, Present and Future, Book 1",1995,Pop,4:07
Michael Jackson,I Just Can't Stop Loving You,"History: Past, Present and Future, Book 1",1995,Pop,4:11
Michael Jackson,Man In the Mirror,"History: Past, Present and Future, Book 1",1995,Pop,5:19
Michael Jackson,Thriller,"History: Past, Present and Future, Book 1",1995,Pop,5:57
Michael Jackson,Beat It,"History: Past, Present and Future, Book 1",1995,Pop,4:18
Michael Jackson,The Girl Is Mine,"History: Past, Present and Future, Book 1",1995,Pop,3:41
Michael Jackson,Remember the Time,"History: Past, Present and Future, Book 1",1995,Pop,3:59
Michael Jackson,Don't Stop 'Til You Get Enough,"History: Past, Present and Future, Book 1",1995,Pop,6:04
Michael Jackson,Wanna Be Startin' Somethin',"History: Past, Present and Future, Book 1",1995,Pop,6:02
Michael Jackson,Heal the World,"History: Past, Present and Future, Book 1",1995,Pop,6:25
Michael Jackson,Scream,"History: Past, Present and Future, Book 1",1995,Pop,4:38
Michael Jackson,They Don't Care About Us,"History: Past, Present and Future, Book 1",1995,Pop,4:44
Michael Jackson,Stranger In Moscow,"History: Past, Present and Future, Book 1",1995,Pop,5:43
Michael Jackson,This Time Around,"History: Past, Present and Future, Book 1",1995,Pop,4:21
Michael Jackson,Earth Song,"History: Past, Present and Future, Book 1",1995,Pop,6:46
Michael Jackson,D.S.,"History: Past, Present and Future, Book 1",1995,Pop,4:49
Michael Jackson,Money,"History: Past, Present and Future, Book 1",1995,Pop,4:41
Michael Jackson,Come Together,"History: Past, Present and Future, Book 1",1995,Pop,4:02
Michael Jackson,You Are Not Alone,"History: Past, Present and Future, Book 1",1995,Pop,5:45
Michael Jackson,"Childhood (Theme from ""Free Willy 2"")","History: Past, Present and Future, Book 1",1995,Pop,4:27
Michael Jackson,Tabloid Junkie,"History: Past, Present and Future, Book 1",1995,Pop,4:32
Michael Jackson,2 Bad,"History: Past, Present and Future, Book 1",1995,Pop,4:49
Michael Jackson,History,"History: Past, Present and Future, Book 1",1995,Pop,6:37
Michael Jackson,Little Susie / Pie Jesu,"History: Past, Present and Future, Book 1",1995,Pop,6:13
Michael Jackson,Smile,"History: Past, Present and Future, Book 1",1995,Pop,4:55
Michael Jackson,Unbreakable,Invincible,2001,Pop,6:25
Michael Jackson,Heartbreaker,Invincible,2001,Pop,5:09
Michael Jackson,Invincible,Invincible,2001,Pop,4:45
Michael Jackson,Break of Dawn,Invincible,2001,Pop,5:31
Michael Jackson,Heaven Can Wait,Invincible,2001,Pop,4:48
Michael Jackson,You Rock My World,Invincible,2001,Pop,5:37
Michael Jackson,Butterflies,Invincible,2001,Pop,4:39
Michael Jackson,Speechless,Invincible,2001,Pop,3:18
Michael Jackson,2000 Watts,Invincible,2001,Pop,4:23
Michael Jackson,You Are My Life,Invincible,2001,Pop,4:32
Michael Jackson,Privacy,Invincible,2001,Pop,5:04
Michael Jackson,Don't Walk Away,Invincible,2001,Pop,4:24
Michael Jackson,Cry,Invincible,2001,Pop,5:00
Michael Jackson,The Lost Children,Invincible,2001,Pop,3:58
Michael Jackson,Whatever Happens,Invincible,2001,Pop,4:55
Michael Jackson,Threatened,Invincible,2001,Pop,4:18
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Miranda!,,,,,0
Miranda,Bailarina,Es Mentira,2005,Electropop,4:44
Miranda,Horoscopo,Es Mentira,2005,Electropop,4:35
Miranda,Romix,Es Mentira,2005,Electropop,3:59
Miranda,Iman,Es Mentira,2005,Electropop,4:22
Miranda,Tu Juego,Es Mentira,2005,Electropop,4:03
Miranda,Agua,Es Mentira,2005,Electropop,4:43
Miranda,Ven,Es Mentira,2005,Electropop,5:05
Miranda,Mentira,Es Mentira,2005,Electropop,3:53
Miranda,Tiempo,Es Mentira,2005,Electropop,5:35
Miranda,Casualidad,Es Mentira,2005,Electropop,5:34
Miranda,Yo Te Diré,Sin Restricciones,2005,Electropop,3:26
Miranda,Don,Sin Restricciones,2005,Electropop,3:03
Miranda,Quiero,Sin Restricciones,2005,Electropop,3:45
Miranda,Vuelve a Ti,Sin Restricciones,2005,Electropop,2:58
Miranda,El Profe,Sin Restricciones,2005,Electropop,2:55
Miranda,Otra Vez,Sin Restricciones,2005,Electropop,3:02
Miranda,Tu Gurú,Sin Restricciones,2005,Electropop,3:14
Miranda,Hoy,Sin Restricciones,2005,Electropop,3:17
Miranda,El Agente,Sin Restricciones,2005,Electropop,2:47
